manner enforce new rules group youngsters allowed please	None	desc
ind character beverly hillbillies given names daisy moses	ind character beverly hillbillies flower plant character perennial flowering plant	hum
ind comedienne calls sister law captain bligh mother law moby dick	ind comedienne dick hum	hum
count many gallons paint take paint golden gate bridge	term obscure ambiguous unit size famous bridge landmark sight bridge attraction	num
ind president also became supreme court justice	manufacturer company city vcrs undecided voter institution court government institution building topic	hum
date menstruation begin	None	num
makeup originate	makeup originate	loc
lang modern language capitalizes singular first person pronoun	study director literature author built in package capitalizes term ordinal term numerical ordinal circuit ordinal number	enty
reason claim fame agra india	market economy nation asian country developing country	desc
flag flies wake island	film place location island famous country	enty
dist deep fathom	None	num
cremat kennedy married ethel	cremat kennedy ethel enty	enty
state u state mammoth cave national park	None	loc
word famous german word english language	german language subject course education requirement class	enty
ind actress june havoc legendary sister	ind actress june havoc legendary	hum
widely used detect birth defects	None	enty
chromosome number elephant	None	num
ind killed jfk	ind killed jfk hum	hum
ind star witness senate watergate hearings	ind star witness institution term official organization discrediting group	hum
def order arrow boy scouts	None	desc
country country stuck tongue friendly greeting	None	loc
techmeth five basic swimming strokes	sport discipline group physical activity image	enty
ind son law sen everett dirkson also senator 70	manufacturer company city vcrs undecided voter republican senator individual step percentage predetermined value alcohol formulation bi value	hum
erykah badu originally	None	loc
buy pony big island daughter	None	loc
period old george washington died	period old man historical figure person president leader	num
food recipe formula coca cola	None	enty
gr made rotary engine automobile	composition type antioxidant enzyme unliganded steroid hormone receptor transcription factor nuclear receptor rotary engine automobile hum	hum
desc origin term blue moon often occur	descriptive field conflict resolution competency customer sponsor generic keyword brand beer card game macro fake craft beer descriptive name	desc
count many blacks served vietnam war	event conflict issue war historical event	num
ind last names gangsters bonnie clyde	ind last hollywood film gang classic musical film	hum
address famous mexican star thalia	mexican	loc
dismed man suffering diphallic terata	None	enty
ind invented panties	None	hum
gr pittsburgh baseball team called	gr pittsburgh baseball	hum
exp p abbreviation 5 p	function mathematical function built in function elementary function claim feature technique cycle option application method	abbr
sport sport free legged pacer compete	None	enty
exp cpr stand	exp cpr	abbr
ind president never held elected office elected white house	manufacturer company city vcrs undecided voter attraction government building landmark building venue	hum
dismed diseases cured black cumin	None	enty
food fruit ficus produce	food fruit ficus produce enty	enty
ind richest person world	ind richest person world	hum
def aurora	def aurora desc	desc
count much time blinking eye take	None	num
reason made short lived star hawks strip unique	star hawks strip	desc
cremat biggest selling u magazine aimed black audience	linux based os cross section location feature mature major economic power	enty
dist deep fathom	None	num
lang primary language philippines	study director literature author built in package asian country market place nation economy	enty
date use syringe first appear medicinal history	term ordinal term numerical ordinal circuit ordinal number	num
def long march china	def long march market economy nation asian country developing country	desc
gr international organization founded clara barton	gr international organization woman historical figure historic figure medical pioneer exception	hum
